wid,ecoregion,start_year,end_year,tp_mean,tp_count,tp_tsi,eco_tp_min,eco_tp_max,chl_mean,chl_count,chl_tsc,eco_chl_min,eco_chl_max,transp_mean,transp_count,transp_tsi,eco_transp_min,eco_transp_max,overall_tsi
18-0242-00,NLF,2004,2013,27.41,22,51.89,42,52,9.68,22,52.87,44,53,3.28,85,42.87,38,47,49.21
18-0243-00,NLF,2004,2013,43.23,22,58.46,42,52,18.32,22,59.13,44,53,2.23,81,48.43,38,47,55.34
18-0251-01,NLF,2004,2013,15.28,43,43.47,42,52,5.84,43,47.91,44,53,4.72,121,37.64,38,47,43.01
18-0251-02,NLF,2004,2013,14.64,36,42.85,42,52,5.06,36,46.5,44,53,4.44,109,38.53,38,47,42.63
56-0330-00,NCHF,2004,2013,17.3,10,45.26,49,61,4.5,10,45.35,46,61,3.88,10,40.46,43,54,43.69
56-0360-00,NCHF,2004,2013,14.83,12,43.04,49,61,5.83,12,47.9,46,61,3.27,50,42.91,43,54,44.62
56-0363-00,NCHF,2004,2013,31.8,10,54.04,49,61,6.5,10,48.96,46,61,2.11,10,49.24,43,54,50.75
56-0364-00,NCHF,2004,2013,22.2,10,48.85,49,61,5.9,10,48.01,46,61,2.65,10,45.96,43,54,47.61
56-0369-00,NCHF,2004,2013,9.75,20,36.99,49,61,2,20,37.4,46,61,7.32,72,31.31,43,54,35.23
56-0370-00,NCHF,2004,2013,,,,49,61,,,,46,61,3.1,7,43.7,43,54,43.7
56-0377-00,NCHF,2004,2013,17.25,20,45.22,49,61,3.3,20,42.31,46,61,5.21,74,36.2,43,54,41.24
56-0335-00,NCHF,2004,2013,11.01,36,38.75,49,61,2.76,36,40.57,46,61,6.46,124,33.12,43,54,37.48
56-0345-00,NCHF,2004,2013,22.4,10,48.98,49,61,7.6,10,50.5,46,61,2.54,10,46.57,43,54,48.68
56-0352-00,NCHF,2004,2013,50.8,10,60.79,49,61,23.6,10,61.61,46,61,0.98,10,60.29,43,54,60.9
56-0355-00,NCHF,2004,2013,23.09,11,49.42,49,61,6.73,11,49.3,46,61,2.77,11,45.31,43,54,48.01
56-0356-00,NCHF,2004,2013,13.64,11,41.83,49,61,2.21,11,38.36,46,61,2.83,12,44.99,43,54,41.73
56-0357-00,NCHF,2004,2013,11.7,10,39.62,49,61,4,10,44.2,46,61,4.06,14,39.8,43,54,41.21
56-0358-00,NCHF,2004,2013,10.24,38,37.69,49,61,2.47,38,39.49,46,61,6.63,99,32.75,43,54,36.64
56-0378-01,NCHF,2004,2013,16.89,9,44.91,49,61,5.56,9,47.42,46,61,3.53,42,41.83,43,54,44.72
56-0378-02,NCHF,2004,2013,,,,49,61,,,,46,61,3.23,80,43.11,43,54,43.11
56-0379-00,NCHF,2004,2013,83.27,11,67.92,49,61,31.82,11,64.54,46,61,1.97,12,50.2,43,54,60.89
56-0381-00,NCHF,2004,2013,22.5,10,49.05,49,61,4.67,9,45.71,46,61,1.46,9,54.55,43,54,49.77
38-0051-00,NLF,2004,2013,10.25,4,37.71,42,52,3,4,41.38,44,53,2.24,4,48.41,38,47,42.5
38-0060-00,NLF,2004,2013,10.5,8,38.06,42,52,3.57,8,43.08,44,53,4.25,7,39.14,38,47,40.09
38-0064-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
37-0134-02,WCBP,2004,2013,19,1,46.61,64,76,8.11,1,51.13,64,74,1,1,60,60,70,52.58
37-0154-00,WCBP,2004,2013,435,1,91.76,64,76,,,,64,74,0.76,1,63.95,60,70,77.86
38-0066-00,NLF,2004,2013,11,4,38.73,42,52,8.64,4,51.75,44,53,1.38,4,55.41,38,47,48.63
37-0183-00,NGP,2004,2013,531,1,94.63,73,77,,,,66,71,0.76,1,63.95,63,73,79.29
38-0007-00,NLF,2004,2013,,,,42,52,,,,44,53,3.8,1,40.76,38,47,40.76
38-0011-00,NLF,2004,2013,,,,42,52,,,,44,53,3.58,4,41.61,38,47,41.61
38-0068-00,NLF,2004,2013,11.89,9,39.85,42,52,4.23,8,44.74,44,53,1.99,8,50.07,38,47,44.89
38-0012-00,NLF,2004,2013,,,,42,52,,,,44,53,3.7,1,41.15,38,47,41.15
38-0024-00,NLF,2004,2013,10,1,37.35,42,52,9.51,1,52.7,44,53,1.8,1,51.53,38,47,47.19
38-0024-01,NLF,2004,2013,13,1,41.14,42,52,1.88,1,36.79,44,53,4.2,1,39.32,38,47,39.08
38-0069-00,NLF,2004,2013,,,,42,52,,,,44,53,1.68,1,52.52,38,47,52.52
38-0070-00,NLF,2004,2013,,,,42,52,,,,44,53,2.81,4,45.12,38,47,45.12
38-0073-00,NLF,2004,2013,,,,42,52,,,,44,53,1.9,1,50.75,38,47,50.75
38-0074-00,NLF,2004,2013,,,,42,52,,,,44,53,2.2,4,48.61,38,47,48.61
