wid,ecoregion,start_year,end_year,tp_mean,tp_count,tp_tsi,eco_tp_min,eco_tp_max,chl_mean,chl_count,chl_tsc,eco_chl_min,eco_chl_max,transp_mean,transp_count,transp_tsi,eco_transp_min,eco_transp_max,overall_tsi
10-0001-00,NCHF,2004,2013,121.92,12,73.41,49,61,20.03,12,60,46,61,1.62,12,53.08,43,54,62.16
10-0002-00,NCHF,2004,2013,38.92,79,56.95,49,61,22.82,75,61.28,46,61,1.61,129,53.11,43,54,57.11
10-0005-00,NCHF,2004,2013,17.92,68,45.76,49,61,3.6,67,43.16,46,61,4.08,84,39.74,43,54,42.89
10-0006-00,NCHF,2004,2013,48.27,59,60.05,49,61,30.19,57,64.03,46,61,1.39,68,55.29,43,54,59.79
10-0007-00,NCHF,2004,2013,50.37,34,60.67,49,61,26.45,33,62.73,46,61,1.03,126,59.56,43,54,60.99
10-0009-00,NCHF,2004,2013,21.19,75,48.18,49,61,9.54,75,52.73,46,61,2.45,186,47.08,43,54,49.33
10-0010-00,NCHF,2004,2013,43.19,59,58.45,49,61,16.58,58,58.15,46,61,2.25,59,48.33,43,54,54.98
16-0235-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
16-0239-00,NLF,2004,2013,9.46,26,36.56,42,52,3.8,25,43.7,44,53,3.11,64,43.63,38,47,41.3
16-0240-00,NLF,2004,2013,,,,42,52,,,,44,53,2.18,5,48.76,38,47,48.76
16-0241-00,NLF,2004,2013,,,,42,52,,,,44,53,2.13,9,49.13,38,47,49.13
16-0244-00,NLF,2004,2013,,,,42,52,,,,44,53,7.86,4,30.29,38,47,30.29
16-0247-00,NLF,2004,2013,8.08,12,34.28,42,52,2.25,12,38.56,44,53,5.49,50,35.45,38,47,36.1
16-0248-00,NLF,2004,2013,18.09,11,45.9,42,52,3.64,11,43.26,44,53,2.03,8,49.8,38,47,46.32
16-0250-00,NLF,2004,2013,31,1,53.67,42,52,,,,44,53,,,,38,47,53.67
16-0252-00,NLF,2004,2013,8.5,8,35.01,42,52,2.06,8,37.7,44,53,5.66,43,35.03,38,47,35.91
16-0253-00,NLF,2004,2013,16.88,20,44.9,42,52,4.95,20,46.29,44,53,2.53,18,46.61,38,47,45.93
16-0268-00,NLF,2004,2013,,,,42,52,,,,44,53,3.2,1,43.24,38,47,43.24
16-0307-00,NLF,2004,2013,,,,42,52,,,,44,53,2.1,1,49.31,38,47,49.31
16-0314-00,NLF,2004,2013,,,,42,52,,,,44,53,2.39,4,47.43,38,47,47.43
16-0318-00,NLF,2004,2013,,,,42,52,,,,44,53,3,1,44.17,38,47,44.17
16-0319-00,NLF,2004,2013,,,,42,52,,,,44,53,4.05,7,39.84,38,47,39.84
16-0320-00,NLF,2004,2013,,,,42,52,,,,44,53,2.29,1,48.06,38,47,48.06
16-0328-00,NLF,2004,2013,19.1,10,46.68,42,52,6.5,10,48.96,44,53,1.96,10,50.3,38,47,48.65
16-0232-00,NLF,2004,2013,,,,42,52,,,,44,53,5.52,4,35.39,38,47,35.39
16-0331-00,NLF,2004,2013,,,,42,52,,,,44,53,6.96,7,32.04,38,47,32.04
16-0337-00,NLF,2004,2013,7.75,8,33.68,42,52,2.13,8,37.99,44,53,6.64,24,32.72,38,47,34.8
16-0344-00,NLF,2004,2013,19.71,7,47.14,42,52,2.39,7,39.16,44,53,1.35,12,55.68,38,47,47.33
16-0345-00,NLF,2004,2013,,,,42,52,,,,44,53,1.12,1,58.41,38,47,58.41
16-0346-00,NLF,2004,2013,12.4,5,40.46,42,52,3.8,5,43.7,44,53,2.32,5,47.87,38,47,44.01
69-0511-00,NLF,2004,2013,,,,42,52,,,,44,53,3.17,5,43.36,38,47,43.36
69-0513-00,NLF,2004,2013,,,,42,52,,,,44,53,5.1,60,36.53,38,47,36.53
69-0519-00,NLF,2004,2013,,,,42,52,,,,44,53,1.68,87,52.49,38,47,52.49
69-0521-00,NLF,2004,2013,29.13,16,52.77,42,52,3.94,16,44.05,44,53,3.06,79,43.9,38,47,46.91
69-0522-00,NLF,2004,2013,27.5,2,51.94,42,52,22,2,60.92,44,53,,,,38,47,56.43
69-0523-00,NLF,2004,2013,14.82,11,43.02,42,52,2.18,11,38.25,44,53,4.66,55,37.81,38,47,39.69
69-0525-00,NLF,2004,2013,15.08,13,43.27,42,52,4,13,44.2,44,53,3.62,125,41.48,38,47,42.98
69-0529-00,NLF,2004,2013,36.09,17,55.86,42,52,7.02,16,49.72,44,53,1.04,108,59.41,38,47,55
69-0544-00,NLF,2004,2013,36.25,8,55.92,42,52,20.49,8,60.23,44,53,1.28,18,56.47,38,47,57.54
69-0545-00,NLF,2004,2013,,,,42,52,,,,44,53,2.08,26,49.44,38,47,49.44
69-0546-00,NLF,2004,2013,,,,42,52,,,,44,53,2.46,92,47.02,38,47,47.02
69-0550-00,NLF,2004,2013,15.25,8,43.44,42,52,4.69,8,45.76,44,53,2.59,8,46.28,38,47,45.16
69-0553-00,NLF,2004,2013,8.88,8,35.63,42,52,2.48,8,39.51,44,53,3.96,8,40.15,38,47,38.43
69-0556-00,NLF,2004,2013,8.38,8,34.8,42,52,1.69,8,35.74,44,53,3.77,35,40.89,38,47,37.14
69-0562-00,NLF,2004,2013,21.75,8,48.56,42,52,5,8,46.38,44,53,1.74,8,52.04,38,47,48.99
69-0565-00,NLF,2004,2013,16.38,8,44.46,42,52,2.99,8,41.34,44,53,2.3,65,48,38,47,44.6
69-0568-02,NLF,2004,2013,,,,42,52,,,,44,53,1.76,7,51.88,38,47,51.88
69-0498-00,NLF,2004,2013,10.25,4,37.71,42,52,2.56,4,39.82,44,53,4.26,5,39.13,38,47,38.89
69-0589-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
10-0011-00,NCHF,2004,2013,25.31,54,50.75,49,61,6.05,54,48.25,46,61,2.74,55,45.46,43,54,48.15
10-0012-00,NCHF,2004,2013,21.07,14,48.1,49,61,7.86,14,50.83,46,61,2.67,28,45.87,43,54,48.27
10-0013-00,NCHF,2004,2013,151,54,76.5,49,61,42.42,50,67.36,46,61,1.11,61,58.46,43,54,67.44
10-0014-00,NCHF,2004,2013,216.29,45,81.68,49,61,260.16,45,85.16,46,61,0.33,72,76.19,43,54,81.01
10-0015-00,NCHF,2004,2013,56.61,76,62.35,49,61,36.82,76,65.97,46,61,1.23,151,57.04,43,54,61.79
10-0018-00,NCHF,2004,2013,38.24,72,56.69,49,61,22.11,72,60.97,46,61,1.65,74,52.77,43,54,56.81
10-0019-00,NCHF,2004,2013,34.66,79,55.28,49,61,13.26,77,55.96,46,61,1.87,80,50.95,43,54,54.06
10-0029-00,NCHF,2004,2013,230.84,67,82.62,49,61,69.78,67,72.25,46,61,0.65,75,66.2,43,54,73.69
10-0031-00,NCHF,2004,2013,221.47,17,82.02,49,61,186.76,17,81.9,46,61,0.29,18,77.7,43,54,80.54
10-0041-00,NCHF,2004,2013,29.78,76,53.09,49,61,8.47,77,51.56,46,61,3.06,78,43.86,43,54,49.5
10-0042-00,NCHF,2004,2013,88.41,67,68.78,49,61,76.96,67,73.21,46,61,0.69,67,65.24,43,54,69.08
10-0043-00,NCHF,2004,2013,121.27,22,73.34,49,61,45.53,22,68.06,46,61,1.34,22,55.74,43,54,65.71
10-0044-01,NCHF,2004,2013,31.15,77,53.74,49,61,10.95,77,54.08,46,61,2.55,77,46.49,43,54,51.44
10-0044-02,NCHF,2004,2013,49.29,17,60.36,49,61,36.61,17,65.92,46,61,1.16,17,57.8,43,54,61.36
10-0045-00,NCHF,2004,2013,37.26,51,56.32,49,61,14.19,51,56.62,46,61,2.06,52,49.57,43,54,54.17
10-0046-00,NCHF,2004,2013,103.77,13,71.09,49,61,21.29,13,60.6,46,61,2.47,13,46.97,43,54,59.55
16-0347-00,NLF,2004,2013,13.25,4,41.41,42,52,4.97,4,46.33,44,53,1.65,4,52.78,38,47,46.84
16-0348-00,NLF,2004,2013,,,,42,52,,,,44,53,4.1,4,39.66,38,47,39.66
16-0349-00,NLF,2004,2013,,,,42,52,,,,44,53,3.35,1,42.58,38,47,42.58
16-0351-00,NLF,2004,2013,,,,42,52,,,,44,53,1.98,1,50.16,38,47,50.16
16-0353-00,NLF,2004,2013,,,,42,52,,,,44,53,3.76,4,40.93,38,47,40.93
16-0354-00,NLF,2004,2013,,,,42,52,,,,44,53,4.73,5,37.6,38,47,37.6
16-0355-00,NLF,2004,2013,17.6,10,45.51,42,52,7.9,10,50.88,44,53,1.84,10,51.21,38,47,49.2
16-0356-00,NLF,2004,2013,4.2,5,24.84,42,52,2,5,37.4,44,53,5.85,43,34.54,38,47,32.26
16-0368-00,NLF,2004,2013,14.75,4,42.96,42,52,3.9,4,43.94,44,53,1.28,4,56.5,38,47,47.8
16-0369-00,NLF,2004,2013,18.25,4,46.03,42,52,7.25,4,50.03,44,53,1.86,16,51.05,38,47,49.04
16-0373-00,NLF,2004,2013,16.8,5,44.83,42,52,4,5,44.2,44,53,1.6,5,53.26,38,47,47.43
16-0380-00,NLF,2004,2013,19.88,8,47.26,42,52,4.06,8,44.35,44,53,1.45,8,54.61,38,47,48.74
16-0382-00,NLF,2004,2013,14.75,4,42.96,42,52,6.08,4,48.3,44,53,1.13,4,58.3,38,47,49.85
16-0357-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
16-0358-00,NLF,2004,2013,20.25,4,47.53,42,52,4.41,4,45.16,44,53,1.05,4,59.3,38,47,50.66
16-0359-00,NLF,2004,2013,31.25,8,53.78,42,52,9.88,8,53.06,44,53,0.6,5,67.36,38,47,58.07
16-0383-00,NLF,2004,2013,22.25,4,48.89,42,52,6.1,4,48.34,44,53,1.25,4,56.78,38,47,51.34
16-0360-00,NLF,2004,2013,18.25,36,46.03,42,52,7.79,35,50.74,44,53,2.09,102,49.38,38,47,48.72
16-0365-00,NLF,2004,2013,15.63,8,43.79,42,52,4.29,8,44.87,44,53,2.53,21,46.64,38,47,45.1
16-0366-00,NLF,2004,2013,,,,42,52,,,,44,53,1.5,79,54.18,38,47,54.18
69-0590-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
69-0608-00,NLF,2004,2013,16.96,10,44.97,42,52,4.28,12,44.87,44,53,2.12,13,49.19,38,47,46.34
69-0611-00,NLF,2004,2013,,,,42,52,,,,44,53,1.7,1,52.35,38,47,52.35
69-0612-00,NLF,2004,2013,36,1,55.82,42,52,,,,44,53,,,,38,47,55.82
69-0615-00,NLF,2004,2013,44.86,7,59,42,52,10.43,7,53.6,44,53,1.01,17,59.83,38,47,57.48
69-0616-00,NLF,2004,2013,17.13,14,45.11,42,52,3.15,16,41.84,44,53,1.89,14,50.81,38,47,45.92
69-0617-00,NLF,2004,2013,14.08,16,42.29,42,52,3.36,16,42.47,44,53,2.33,79,47.79,38,47,44.18
69-0626-00,NLF,2004,2013,,,,42,52,,,,44,53,2.3,1,48,38,47,48
69-0627-00,NLF,2004,2013,24.38,8,50.2,42,52,6.7,8,49.26,44,53,2.18,8,48.76,38,47,49.41
69-0641-00,NLF,2004,2013,20,1,47.35,42,52,,,,44,53,,,,38,47,47.35
69-0651-00,NLF,2004,2013,,,,42,52,,,,44,53,5.38,41,35.76,38,47,35.76
69-0660-00,NLF,2004,2013,,,,42,52,,,,44,53,5.19,71,36.27,38,47,36.27
69-0662-00,NLF,2004,2013,,,,42,52,,,,44,53,3.35,9,42.57,38,47,42.57
69-0663-00,NLF,2004,2013,,,,42,52,,,,44,53,4.47,9,38.42,38,47,38.42
69-0669-00,NLF,2004,2013,48,1,59.97,42,52,,,,44,53,,,,38,47,59.97
69-0682-00,NLF,2004,2013,,,,42,52,,,,44,53,6.45,10,33.14,38,47,33.14
69-0684-00,NLF,2004,2013,,,,42,52,,,,44,53,4.96,7,36.94,38,47,36.94
69-0685-00,NLF,2004,2013,,,,42,52,,,,44,53,5.48,4,35.5,38,47,35.5
69-0653-00,NLF,2004,2013,10,1,37.35,42,52,4.42,1,45.18,44,53,3.4,155,42.35,38,47,41.63
69-0654-00,NLF,2004,2013,,,,42,52,,,,44,53,2.28,42,48.1,38,47,48.1
69-0690-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
69-0691-00,NLF,2004,2013,,,,42,52,,,,44,53,3.2,1,43.24,38,47,43.24
69-0692-00,NLF,2004,2013,,,,42,52,,,,44,53,2,1,50.01,38,47,50.01
69-0693-00,NLF,2004,2013,9.11,16,36.01,42,52,2.61,16,40.01,44,53,3.39,111,42.41,38,47,39.48
10-0048-00,NCHF,2004,2013,77.8,69,66.94,49,61,53.52,67,69.64,46,61,0.91,233,61.41,43,54,66
10-0050-00,NCHF,2004,2013,28.83,12,52.62,49,61,7.08,12,49.8,46,61,2.27,12,48.21,43,54,50.21
10-0051-00,NCHF,2004,2013,62.37,19,63.75,49,61,30.01,19,63.97,46,61,1.38,19,55.4,43,54,61.04
10-0052-00,NCHF,2004,2013,68.67,67,65.14,49,61,27.49,68,63.11,46,61,1.6,65,53.27,43,54,60.51
10-0053-00,NCHF,2004,2013,25.85,67,51.05,49,61,8.22,67,51.27,46,61,2.66,136,45.91,43,54,49.41
10-0054-00,NCHF,2004,2013,32.6,15,54.39,49,61,7.13,15,49.87,46,61,1.44,15,54.71,43,54,52.99
10-0056-00,NCHF,2004,2013,32.55,52,54.37,49,61,11.53,53,54.59,46,61,2.62,53,46.12,43,54,51.69
10-0058-00,NCHF,2004,2013,163.25,8,77.62,49,61,77.6,8,73.29,46,61,0.62,9,66.85,43,54,72.59
10-0059-00,NCHF,2004,2013,42.84,70,58.33,49,61,22.85,70,61.29,46,61,2.25,79,48.32,43,54,55.98
10-0066-00,NCHF,2004,2013,390.8,41,90.21,49,61,90.09,41,74.75,46,61,0.44,38,71.82,43,54,78.93
10-0069-00,NCHF,2004,2013,223.06,50,82.13,49,61,127.94,48,78.19,46,61,0.25,49,80.23,43,54,80.18
10-0070-00,NCHF,2004,2013,292.67,6,86.04,49,61,147.17,6,79.57,46,61,0.14,6,88.33,43,54,84.65
10-0080-00,NCHF,2004,2013,187.62,29,79.63,49,61,72.76,29,72.66,46,61,1,30,59.98,43,54,70.76
10-0084-00,NCHF,2004,2013,46.12,43,59.4,49,61,20.73,43,60.34,46,61,1.63,81,53,43,54,57.58
10-0086-00,NCHF,2004,2013,276,1,85.2,49,61,,,,46,61,,,,43,54,85.2
10-0088-00,NCHF,2004,2013,167.25,69,77.97,49,61,56.45,70,70.17,46,61,1.34,87,55.75,43,54,67.96
10-0047-00,NCHF,2004,2013,37.44,16,56.39,49,61,20.94,16,60.44,46,61,1.49,16,54.28,43,54,57.04
16-0384-00,NLF,2004,2013,12.4,10,40.46,42,52,3.64,10,43.29,44,53,2.36,69,47.64,38,47,43.8
16-0389-00,NLF,2004,2013,,,,42,52,,,,44,53,3.35,1,42.58,38,47,42.58
16-0391-00,NLF,2004,2013,,,,42,52,,,,44,53,3.8,1,40.76,38,47,40.76
16-0393-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
16-0397-00,NLF,2004,2013,,,,42,52,,,,44,53,4.11,1,39.63,38,47,39.63
16-0398-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
82-0090-00,NCHF,2004,2013,68.04,52,65,49,61,22.54,61,61.16,46,61,1.35,70,55.69,43,54,60.62
82-0091-00,NCHF,2004,2013,74.14,44,66.24,49,61,10.89,41,54.03,46,61,1.88,49,50.91,43,54,57.06
82-0092-00,NCHF,2004,2013,43.75,70,58.64,49,61,23.11,70,61.41,46,61,1.77,74,51.74,43,54,57.26
82-0093-00,NCHF,2004,2013,150.65,17,76.47,49,61,114.12,17,77.07,46,61,0.76,17,63.99,43,54,72.51
82-0094-00,NCHF,2004,2013,163.33,40,77.63,49,61,60.38,40,70.83,46,61,0.63,40,66.73,43,54,71.73
82-0097-00,NCHF,2004,2013,109.73,52,71.9,49,61,35.82,52,65.7,46,61,1.39,52,55.28,43,54,64.29
82-0099-00,NCHF,2004,2013,834.6,5,101.15,49,61,51.73,5,69.31,46,61,0.65,5,66.21,43,54,78.89
82-0101-00,NCHF,2004,2013,29.69,71,53.05,49,61,12.09,72,55.05,46,61,2.89,72,44.68,43,54,50.93
82-0102-00,NCHF,2004,2013,43.43,21,58.53,49,61,10.2,21,53.38,46,61,0.67,21,65.67,43,54,59.19
82-0103-00,NCHF,2004,2013,24.25,69,50.12,49,61,9.63,68,52.81,46,61,2.82,69,45.04,43,54,49.32
82-0104-00,NCHF,2004,2013,15.35,68,43.54,49,61,2.9,68,41.06,46,61,4.35,133,38.82,43,54,41.14
82-0106-00,NCHF,2004,2013,22.18,60,48.84,49,61,2.05,58,37.66,46,61,4.12,60,39.59,43,54,42.03
82-0107-00,NCHF,2004,2013,60.04,25,63.2,49,61,34.17,25,65.24,46,61,0.74,25,64.3,43,54,64.25
69-0700-00,NLF,2004,2013,,,,42,52,,,,44,53,2.98,97,44.28,38,47,44.28
69-0701-00,NLF,2004,2013,,,,42,52,,,,44,53,2.9,40,44.67,38,47,44.67
69-0721-00,NLF,2004,2013,,,,42,52,,,,44,53,5.12,65,36.48,38,47,36.48
69-0725-00,NLF,2004,2013,,,,42,52,,,,44,53,1.39,12,55.31,38,47,55.31
69-0726-00,NLF,2004,2013,308.54,12,86.8,42,52,67,4,71.85,44,53,0.82,12,62.81,38,47,73.82
69-0729-00,NLF,2004,2013,20,1,47.35,42,52,3,1,41.38,44,53,,,,38,47,44.37
69-0730-00,NLF,2004,2013,17,1,45,42,52,3,1,41.38,44,53,,,,38,47,43.19
69-0731-00,NLF,2004,2013,11.25,8,39.05,42,52,3.59,8,43.13,44,53,3.9,8,40.39,38,47,40.86
69-0732-00,NLF,2004,2013,,,,42,52,,,,44,53,1.44,100,54.79,38,47,54.79
69-0736-00,NLF,2004,2013,29.71,12,53.05,42,52,6.51,12,48.98,44,53,2.65,64,45.95,38,47,49.33
69-0742-00,NLF,2004,2013,25.11,3,50.63,42,52,9.93,3,53.12,44,53,1.84,19,51.25,38,47,51.67
69-0744-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
69-0748-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
69-0749-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
69-0755-00,NLF,2004,2013,33,1,54.57,42,52,,,,44,53,,,,38,47,54.57
69-0756-00,NLF,2004,2013,,,,42,52,,,,44,53,3.29,4,42.83,38,47,42.83
69-0694-00,NLF,2004,2013,17.81,45,45.68,42,52,4.08,48,44.41,44,53,2.53,91,46.63,38,47,45.57
69-0757-00,NLF,2004,2013,,,,42,52,,,,44,53,1.44,5,54.8,38,47,54.8
69-0760-00,NLF,2004,2013,,,,42,52,,,,44,53,1.95,35,50.36,38,47,50.36
69-0761-00,NLF,2004,2013,,,,42,52,,,,44,53,4.4,1,38.65,38,47,38.65
69-0775-00,NLF,2004,2013,64.88,8,64.32,42,52,20.63,8,60.29,44,53,1.58,8,53.45,38,47,59.35
69-0790-00,NLF,2004,2013,28,8,52.2,42,52,6.02,8,48.22,44,53,2.5,35,46.8,38,47,49.07
69-0794-00,NLF,2004,2013,,,,42,52,,,,44,53,4.11,61,39.62,38,47,39.62
69-0798-00,NLF,2004,2013,50,1,60.56,42,52,,,,44,53,,,,38,47,60.56
10-0225-00,NCHF,2004,2013,19.28,68,46.82,49,61,2.85,68,40.86,46,61,4.39,84,38.67,43,54,42.12
10-0226-00,NCHF,2004,2013,26.26,68,51.28,49,61,4.07,68,44.37,46,61,2.96,84,44.38,43,54,46.68
11-0371-00,NLF,2004,2013,11.12,34,38.88,42,52,2.47,34,39.47,44,53,6.12,194,33.9,38,47,37.42
11-0374-00,NLF,2004,2013,17.29,17,45.25,42,52,6.88,17,49.52,44,53,2.94,21,44.44,38,47,46.4
11-0375-00,NLF,2004,2013,22.67,9,49.15,42,52,6.11,9,48.36,44,53,2.55,22,46.49,38,47,48
11-0376-00,NLF,2004,2013,30.6,5,53.48,42,52,10.6,5,53.76,44,53,1.72,22,52.15,38,47,53.13
10-0089-00,NCHF,2004,2013,114.17,70,72.47,49,61,105.74,70,76.32,46,61,0.41,87,72.69,43,54,73.83
10-0093-00,NCHF,2004,2013,135.32,34,74.92,49,61,63.65,34,71.34,46,61,0.86,68,62.09,43,54,69.45
10-0094-00,NCHF,2004,2013,201.94,9,80.69,49,61,140.81,9,79.13,46,61,0.27,74,78.98,43,54,79.6
10-0095-00,NCHF,2004,2013,368.82,68,89.38,49,61,125.4,67,78,46,61,0.51,149,69.57,43,54,78.98
10-0108-00,NCHF,2004,2013,200.5,2,80.59,49,61,,,,46,61,,,,43,54,80.59
10-0121-00,NCHF,2004,2013,202.92,70,80.76,49,61,72.85,70,72.67,46,61,0.6,87,67.38,43,54,73.6
10-0127-00,NCHF,2004,2013,395.67,18,90.39,49,61,181.94,18,81.65,46,61,0.21,18,82.21,43,54,84.75
10-0135-00,NCHF,2004,2013,123.67,9,73.62,49,61,43.56,9,67.62,46,61,0.93,9,61.08,43,54,67.44
10-0160-00,NCHF,2004,2013,86,1,68.38,49,61,,,,46,61,,,,43,54,68.38
10-0216-00,NCHF,2004,2013,183.73,44,79.33,49,61,86.11,45,74.31,46,61,0.48,54,70.55,43,54,74.73
10-0217-00,NCHF,2004,2013,181.07,45,79.12,49,61,83.33,45,73.99,46,61,0.47,54,70.87,43,54,74.66
10-0218-00,NCHF,2004,2013,106.91,53,71.52,49,61,47.17,54,68.4,46,61,0.92,70,61.25,43,54,67.06
82-0108-00,NCHF,2004,2013,354.3,23,88.8,49,61,69.25,23,72.17,46,61,0.42,23,72.52,43,54,77.83
82-0109-00,NCHF,2004,2013,354.71,14,88.81,49,61,66.49,14,71.77,46,61,0.64,14,66.35,43,54,75.64
82-0110-00,NCHF,2004,2013,188,27,79.66,49,61,79.31,26,73.5,46,61,0.35,27,75.2,43,54,76.12
82-0112-00,NCHF,2004,2013,231.83,15,82.68,49,61,141.07,15,79.15,46,61,0.34,15,75.59,43,54,79.14
82-0113-01,NCHF,2004,2013,358,15,88.95,49,61,202.47,15,82.7,46,61,0.27,15,78.87,43,54,83.51
82-0113-02,NCHF,2004,2013,276.8,15,85.24,49,61,263.93,15,85.3,46,61,0.22,15,81.77,43,54,84.1
82-0123-00,NCHF,2004,2013,43.63,36,58.59,49,61,11.91,36,54.9,46,61,2.13,36,49.1,43,54,54.2
82-0115-00,NCHF,2004,2013,27.78,45,52.09,49,61,6.03,50,48.23,46,61,3.04,44,43.97,43,54,48.1
82-0116-02,NCHF,2004,2013,63.96,46,64.11,49,61,8.4,46,51.48,46,61,1,48,60.01,43,54,58.53
82-0117-00,NCHF,2004,2013,565.6,15,95.54,49,61,202.19,15,82.68,46,61,0.45,15,71.36,43,54,83.19
82-0118-00,NCHF,2004,2013,27.63,65,52.01,49,61,11.94,65,54.93,46,61,2.6,65,46.21,43,54,51.05
82-0119-00,NCHF,2004,2013,50.14,22,60.6,49,61,5.46,23,47.25,46,61,1.05,23,59.35,43,54,55.73
82-0120-00,NCHF,2004,2013,142.67,63,75.68,49,61,56.31,63,70.14,46,61,1,63,59.97,43,54,68.6
82-0122-00,NCHF,2004,2013,25.94,50,51.1,49,61,6.36,47,48.75,46,61,2.49,50,46.88,43,54,48.91
82-0124-00,NCHF,2004,2013,53.19,31,61.45,49,61,16.71,31,58.23,46,61,2.19,31,48.7,43,54,56.13
82-0125-00,NCHF,2004,2013,63.08,38,63.91,49,61,17.42,38,58.63,46,61,1.86,38,51.02,43,54,57.85
82-0126-00,NCHF,2004,2013,52.8,54,61.35,49,61,15.04,54,57.19,46,61,1.92,54,50.58,43,54,56.37
69-0805-00,NLF,2004,2013,,,,42,52,,,,44,53,4.88,1,37.16,38,47,37.16
69-0806-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
69-0810-00,NLF,2004,2013,22.9,10,49.3,42,52,6.52,10,48.98,44,53,2.5,50,46.77,38,47,48.35
69-0830-00,NLF,2004,2013,,,,42,52,,,,44,53,1.13,7,58.29,38,47,58.29
69-0831-00,NLF,2004,2013,,,,42,52,,,,44,53,0.95,1,60.74,38,47,60.74
69-0832-00,NLF,2004,2013,,,,42,52,,,,44,53,7.46,9,31.04,38,47,31.04
69-0833-00,NLF,2004,2013,,,,42,52,,,,44,53,2.55,8,46.52,38,47,46.52
69-0834-00,NLF,2004,2013,,,,42,52,,,,44,53,3.08,4,43.81,38,47,43.81
69-0835-00,NLF,2004,2013,10.67,3,38.28,42,52,,,,44,53,3.21,8,43.18,38,47,40.73
69-0836-00,NLF,2004,2013,,,,42,52,,,,44,53,1.2,1,57.37,38,47,57.37
69-0837-00,NLF,2004,2013,,,,42,52,,,,44,53,3.9,12,40.4,38,47,40.4
69-0838-00,NLF,2004,2013,,,,42,52,,,,44,53,2.71,4,45.65,38,47,45.65
69-0839-00,NLF,2004,2013,,,,42,52,,,,44,53,3.02,8,44.08,38,47,44.08
69-0841-00,NLF,2004,2013,46,1,59.36,42,52,,,,44,53,1.98,11,50.14,38,47,54.75
69-0799-00,NLF,2004,2013,18.25,8,46.03,42,52,6.62,8,49.15,44,53,2.78,8,45.29,38,47,46.82
69-0842-00,NLF,2004,2013,,,,42,52,,,,44,53,3.32,58,42.69,38,47,42.69
69-0843-00,NLF,2004,2013,,,,42,52,,,,44,53,2.15,8,49,38,47,49
69-0845-00,NLF,2004,2013,25.38,16,50.78,42,52,9.08,16,52.24,44,53,2.75,41,45.44,38,47,49.49
69-0848-00,NLF,2004,2013,34.8,10,55.34,42,52,10.9,10,54.03,44,53,1.64,63,52.91,38,47,54.09
69-0856-00,NLF,2004,2013,27.75,8,52.07,42,52,11.22,8,54.32,44,53,1.67,8,52.62,38,47,53
69-0858-00,NLF,2004,2013,12.75,8,40.86,42,52,2.67,8,40.23,44,53,3.36,8,42.54,38,47,41.21
69-0859-01,NLF,2004,2013,17.13,8,45.11,42,52,7.09,8,49.82,44,53,2.32,8,47.88,38,47,47.6
69-0859-02,NLF,2004,2013,16.29,7,44.39,42,52,7.31,7,50.12,44,53,2.16,7,48.87,38,47,47.79
11-0382-00,NLF,2004,2013,19.71,7,47.14,42,52,4.86,7,46.1,44,53,3.92,7,40.3,38,47,44.51
11-0383-00,NLF,2004,2013,15.36,35,43.54,42,52,4.01,35,44.23,44,53,4.89,105,37.12,38,47,41.63
11-0387-00,NLF,2004,2013,14.5,16,42.71,42,52,3.09,16,41.66,44,53,4.48,64,38.39,38,47,40.92
11-0400-00,NLF,2004,2013,9.7,10,36.91,42,52,2.4,10,39.19,44,53,4.74,10,37.59,38,47,37.9
11-0411-00,NLF,2004,2013,16.91,22,44.93,42,52,6.81,22,49.42,44,53,3.06,44,43.9,38,47,46.08
11-0412-00,NLF,2004,2013,15.68,38,43.84,42,52,3.94,37,44.04,44,53,4.17,113,39.44,38,47,42.44
11-0413-00,NLF,2004,2013,17.13,19,45.12,42,52,1.72,19,35.91,44,53,5.69,162,34.96,38,47,38.66
11-0415-00,NLF,2004,2013,14.5,8,42.71,42,52,2.94,8,41.18,44,53,4.64,38,37.87,38,47,40.59
11-0440-00,NLF,2004,2013,18,1,45.83,42,52,19.5,1,59.74,44,53,2,1,50.01,38,47,51.86
11-0454-00,NLF,2004,2013,11,10,38.73,42,52,1.9,10,36.9,44,53,6.37,10,33.31,38,47,36.31
11-0460-00,NLF,2004,2013,10,4,37.35,42,52,1.35,4,33.51,44,53,1.58,4,53.45,38,47,41.44
11-0463-00,NLF,2004,2013,22.75,8,49.21,42,52,7.13,8,49.86,44,53,2.85,8,44.91,38,47,47.99
11-0472-00,NLF,2004,2013,8.38,8,34.8,42,52,2.13,8,37.99,44,53,4.51,36,38.29,38,47,37.03
